AREA,PERIMETER,SONWESTS_,SONWESTS_I,ISO_,SOVID_NEW,ISOC,SUID,NEWSUID,ISOC,SUID,SOILMAPUNI,SOIL1,PROP1,PRID1,SOIL2,PROP2,PRID2,SOIL3,PROP3,PRID3,SOIL4,PROP4,PRID4,SOIL5,PROP5,PRID5,SOIL6,PROP6,PRID6,SOIL7,PROP7,PRID7,SOIL8,PROP8,PRID8,SOIL9,PROP9,PRID9,SOIL10,PROP10,PRID10,longitude,latitude
0.093728,1.512334,1502,2091,HU,HU0050,HU,50.0,HU50,HU,50.0,VRe2PHh4 [HU50],VRe,65.0,HU301_2,PHh,35.0,HU191_1,,,,,,,,,,,,,,,,,,,,,,,,,20.067686895933527,47.33072726515797
0.033495,0.959548,1503,2092,HU,HU0051,HU,51.0,HU51,HU,51.0,CMx1 [HU51],CMx,100.0,HU132,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.678931531955453,47.414229646895556
0.094112,1.704871,1504,2093,HU,HU0048,HU,48.0,HU48,HU,48.0,PHh2CHk4 [HU48],PHh,75.0,HU202,CHk,25.0,HU192_2,,,,,,,,,,,,,,,,,,,,,,,,,21.44197100118698,47.3904973247733
1.240098,5.430331,1505,2284,UA,UA0043,UA,43.0,UA43,UA,43.0,CHk2PLm3 [UA43],CHk,60.0,UA-009,PLm,40.0,UA-125,,,,,,,,,,,,,,,,,,,,,,,,,32.94516573564128,47.02784811654554
0.048255,0.957893,1506,2094,HU,HU0052,HU,52.0,HU52,HU,52.0,LVh1PHh5 [HU52],LVh,83.0,HU112_1,PHh,17.0,HU161,,,,,,,,,,,,,,,,,,,,,,,,,18.001641242831223,47.419572586436004
0.031534,0.875734,1507,2095,HU,HU0053,HU,53.0,HU53,HU,53.0,CHk1 [HU53],CHk,100.0,HU191_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57629802656734,47.36185842471393
0.156762,1.905905,1508,2096,HU,HU0054,HU,54.0,HU54,HU,54.0,PHg4SCh4VRe4 [HU54],PHg,34.0,HU201,SCh,33.0,HU231,VRe,33.0,HU301_1,,,,,,,,,,,,,,,,,,,,,,19.07772622668042,47.17632115697499
0.015928,0.606034,1509,1919,RO,RO0026,RO,26.0,RO26,RO,26.0,CMd2CMe4LVh5 [RO26],CMd,65.0,RO 477,CMe,20.0,RO 6300,LVh,15.0,RO 6359,,,,,,,,,,,,,,,,,,,,,,23.676021280379786,47.436185510884144
0.407099,4.888579,1510,1920,RO,RO0023,RO,23.0,RO23,RO,23.0,LVh3CMe4LVj5 [RO23],LVh,55.0,RO 6359,CMe,30.0,RO 6300,LVj,15.0,RO 6367,,,,,,,,,,,,,,,,,,,,,,23.804869902773426,47.122190453132916
0.0116,0.61004,1511,2097,HU,HU0049,HU,49.0,HU49,HU,49.0,CHk1 [HU49],CHk,100.0,HU192_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.929514087964893,47.373538192656596
0.060737,1.552491,1512,2098,HU,HU0131,HU,131.0,HU131,HU,131.0,LVh4CMc5LVh4LVh5 [HU131],LVh,32.0,HU112_1,CMc,17.0,HU131_2,LVh,36.0,HU112_1,LVh,15.0,HU90_1,,,,,,,,,,,,,,,,,,,16.56021716257417,47.25959868088923
0.032852,1.388812,1513,2099,HU,HU0056,HU,56.0,HU56,HU,56.0,LVh2CMc4 [HU56],LVh,77.0,HU112_1,CMc,23.0,HU131_2,,,,,,,,,,,,,,,,,,,,,,,,,17.648402145991852,47.314811777355835
0.029231,1.508252,1514,2100,HU,HU0118,HU,118.0,HU118,HU,118.0,PHg3LVh3 [HU118],PHg,59.0,HU201,LVh,41.0,HU112_1,,,,,,,,,,,,,,,,,,,,,,,,,17.249833707888154,47.25602689275615
0.048966,1.612552,1515,2101,HU,HU0055,HU,55.0,HU55,HU,55.0,LVh3CMc3 [HU55],LVh,55.0,HU112_1,CMc,45.0,HU131_2,,,,,,,,,,,,,,,,,,,,,,,,,16.80203682896882,47.19904489818008
0.032265,1.149514,1516,2102,HU,HU0145,HU,145.0,HU145,HU,145.0,CHk3CHk4CMc4 [HU145],CHk,43.0,HU191_2,CHk,31.0,HU191_2,CMc,26.0,HU131_2,,,,,,,,,,,,,,,,,,,,,,18.47549174635165,47.28872558189998
0.088419,2.519889,1517,1921,RO,RO0015,RO,15.0,RO15,RO,15.0,CMd2CMe4FLe4 [RO15],CMd,60.0,RO 477,CMe,20.0,RO 6300,FLe,20.0,RO 3656,,,,,,,,,,,,,,,,,,,,,,25.54417666828093,47.30104533041455
0.05595,1.323502,1518,2103,HU,HU0057,HU,57.0,HU57,HU,57.0,LVh1 [HU57],LVh,100.0,HU112_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.101365455285382,47.27094602298518
0.030971,0.83946,1519,2104,HU,HU0058,HU,58.0,HU58,HU,58.0,CHk1 [HU58],CHk,100.0,HU191_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.60384135225063,47.329355924817065
0.051462,2.332617,1520,2105,HU,HU0132,HU,132.0,HU132,HU,132.0,FLd1 [HU132],FLd,100.0,HU382_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7246875698598,47.119931487474645
0.079823,1.827945,1521,2106,HU,HU0060,HU,60.0,HU60,HU,60.0,FLe3SNm4VRe4 [HU60],FLe,48.0,HU382_2,SNm,28.0,HU252,VRe,24.0,HU301_2,,,,,,,,,,,,,,,,,,,,,,20.345022553272063,47.23986176152374
0.040699,1.008051,1522,2107,HU,HU0148,HU,148.0,HU148,HU,148.0,PHh2PHh3 [HU148],PHh,60.0,HU191_1,PHh,40.0,HU191_1,,,,,,,,,,,,,,,,,,,,,,,,,18.80608409412214,47.299170980430894
0.463413,6.258447,1523,2333,MD,MD0007,MD,7.0,MD7,MD,7.0,PDe4GRh4CMe4CHl4VRe5 [MD7],PDe,20.0,MD26,GRh,20.0,MD27,CMe,20.0,MD28,CHl,25.0,MD29,VRe,15.0,MD30,,,,,,,,,,,,,,,,28.577780806598003,47.010869062202616
0.044099,1.62426,1524,2108,HU,HU0059,HU,59.0,HU59,HU,59.0,PHh2SNm4 [HU59],PHh,66.0,HU202,SNm,34.0,HU243,,,,,,,,,,,,,,,,,,,,,,,,,21.681780467979014,47.28886700300057
0.00187,0.2373,1525,2334,MD,MD0009,MD,9.0,MD9,MD,9.0,PHl5CHh3CHk4 [MD9],PHl,15.0,MD34,CHh,55.0,MD35,CHk,30.0,MD36,,,,,,,,,,,,,,,,,,,,,,29.337220727703464,47.37336463825858
0.071036,1.333945,1526,2109,HU,HU0138,HU,138.0,HU138,HU,138.0,LPk3LVh4LVh5 [HU138],LPk,47.0,HU71,LVh,36.0,HU112_1,LVh,17.0,HU112_1,,,,,,,,,,,,,,,,,,,,,,17.782912485897974,47.267078760244374
0.045315,0.92995,1527,2110,HU,HU0061,HU,61.0,HU61,HU,61.0,CMe2LVh4 [HU61],CMe,77.0,HU131_1,LVh,23.0,HU112_1,,,,,,,,,,,,,,,,,,,,,,,,,16.717786427672053,47.26733942104427
0.251063,2.921249,1528,1922,RO,RO0034,RO,34.0,RO34,RO,34.0,CMd2PZb4 [RO34],CMd,75.0,RO 477,PZb,25.0,RO 3372,,,,,,,,,,,,,,,,,,,,,,,,,25.645862325727208,46.95808380516489
0.194325,2.552495,1529,2111,HU,HU0062,HU,62.0,HU62,HU,62.0,PHg1 [HU62],PHg,100.0,HU201,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62525915605342,47.12947512495035
0.012365,0.517874,1530,2335,MD,MD0009,MD,9.0,MD9,MD,9.0,PHl5CHh3CHk4 [MD9],PHl,15.0,MD34,CHh,55.0,MD35,CHk,30.0,MD36,,,,,,,,,,,,,,,,,,,,,,29.53597158848251,47.306991891413304
0.013626,0.842717,1531,2336,MD,MD0006,MD,6.0,MD6,MD,6.0,CMe2PDe4 [MD6],CMe,65.0,MD24,PDe,35.0,MD25,,,,,,,,,,,,,,,,,,,,,,,,,28.244336755632624,47.317857215378645
2.268051,24.49313,1532,2285,UA,UA0080,UA,80.0,UA80,UA,80.0,KSl3KSh3 [UA80],KSl,51.0,UA-016,KSh,49.0,UA-019,,,,,,,,,,,,,,,,,,,,,,,,,34.409353588251946,46.1394418596237
0.0719,1.427379,1533,2112,HU,HU0063,HU,63.0,HU63,HU,63.0,VRe3SNm4PHh4 [HU63],VRe,40.0,HU302,SNm,31.0,HU243,PHh,29.0,HU202,,,,,,,,,,,,,,,,,,,,,,21.25291986627417,47.23516887114371
0.146098,3.028709,1534,2113,HU,HU0064,HU,64.0,HU64,HU,64.0,ARc2VRe4 [HU64],ARc,69.0,HU41,VRe,31.0,HU301_2,,,,,,,,,,,,,,,,,,,,,,,,,19.785164632470313,47.07764875405586
0.050224,1.486455,1535,2114,HU,HU0065,HU,65.0,HU65,HU,65.0,PHh3PHg3 [HU65],PHh,59.0,HU202,PHg,41.0,HU201,,,,,,,,,,,,,,,,,,,,,,,,,19.933087873093942,47.19087515368561
0.001369,0.18376,1536,2337,MD,MD0009,MD,9.0,MD9,MD,9.0,PHl5CHh3CHk4 [MD9],PHl,15.0,MD34,CHh,55.0,MD35,CHk,30.0,MD36,,,,,,,,,,,,,,,,,,,,,,29.383445776904214,47.30978826094134
0.031318,0.865228,1537,2115,HU,HU0066,HU,66.0,HU66,HU,66.0,LPk2LVh4 [HU66],LPk,65.0,HU71,LVh,35.0,HU112_1,,,,,,,,,,,,,,,,,,,,,,,,,18.101027433791284,47.25773581190928
0.07446,1.683157,1538,1923,RO,RO0039,RO,39.0,RO39,RO,39.0,PZb2ANu4PZh5 [RO39],PZb,65.0,RO 3372,ANu,20.0,RO 3380,PZh,15.0,RO 6337,,,,,,,,,,,,,,,,,,,,,,25.139881467199498,47.17374192398587
0.022692,0.821304,1539,2116,HU,HU0119,HU,119.0,HU119,HU,119.0,LVh1 [HU119],LVh,100.0,HU112_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.137222155788194,47.1293588497547
0.078604,1.431656,1540,2117,HU,HU0067,HU,67.0,HU67,HU,67.0,FLd3SNm4SNm4 [HU67],FLd,50.0,HU382_1,SNm,29.0,HU252,SNm,21.0,HU243,,,,,,,,,,,,,,,,,,,,,,21.61031889784827,47.132443774337
0.130782,2.682891,1541,1924,RO,RO0032,RO,32.0,RO32,RO,32.0,ANu3PZb3CMe5 [RO32],ANu,45.0,RO 3380,PZb,40.0,RO 3372,CMe,15.0,RO 6300,,,,,,,,,,,,,,,,,,,,,,24.934764353423475,47.06731264059186
0.168999,1.982605,1542,2118,HU,HU0149,HU,149.0,HU149,HU,149.0,CHk2CHk4 [HU149],CHk,76.0,HU191_2,CHk,24.0,HU192_2,,,,,,,,,,,,,,,,,,,,,,,,,18.717874596558666,46.99588075044474
0.291585,6.86488,1543,2338,MD,MD0005,MD,5.0,MD5,MD,5.0,CHl5VRe5CHh4CHk4FLe5 [MD5],CHl,15.0,MD19,VRe,15.0,MD20,CHh,30.0,MD21,CHk,25.0,MD22,FLe,15.0,MD23,,,,,,,,,,,,,,,,28.393536397908345,46.49299979336343
0.035531,1.884661,1544,2119,HU,HU0069,HU,69.0,HU69,HU,69.0,LPk2LVh4 [HU69],LPk,69.0,HU71,LVh,31.0,HU112_1,,,,,,,,,,,,,,,,,,,,,,,,,17.858136342928397,47.157656857070606
0.043739,1.069854,1545,2120,HU,HU0071,HU,71.0,HU71,HU,71.0,PHg3CHk4HSf4 [HU71],PHg,52.0,HU201,CHk,26.0,HU191_2,HSf,22.0,HU364,,,,,,,,,,,,,,,,,,,,,,18.243227059162876,47.12325794832073
0.143488,1.893946,1546,2121,HU,HU0068,HU,68.0,HU68,HU,68.0,ARc2VRe4 [HU68],ARc,68.0,HU41,VRe,32.0,HU301_1,,,,,,,,,,,,,,,,,,,,,,,,,19.42252050975795,46.93253415132793
0.06749,1.336162,1547,2122,HU,HU0070,HU,70.0,HU70,HU,70.0,VRe3SNm4SNm5 [HU70],VRe,46.0,HU302,SNm,36.0,HU252,SNm,18.0,HU243,,,,,,,,,,,,,,,,,,,,,,21.049039488256074,47.099795432345225
1.20165,9.999556,1548,1925,RO,RO0040,RO,40.0,RO40,RO,40.0,PZb3CMd4PZh4 [RO40],PZb,50.0,RO 3372,CMd,30.0,RO 477,PZh,20.0,RO 6337,,,,,,,,,,,,,,,,,,,,,,26.14300187918216,46.04227643576708
0.054556,1.818757,1549,2123,HU,HU0137,HU,137.0,HU137,HU,137.0,CMc3LPk4CMc5LPk5 [HU137],CMc,42.0,HU131_2,LPk,28.0,HU71,CMc,15.0,HU131_2,LPk,15.0,HU71,,,,,,,,,,,,,,,,,,,17.79030856188139,46.981082729763415
0.294877,4.977593,1550,1926,RO,RO0026,RO,26.0,RO26,RO,26.0,CMd2CMe4LVh5 [RO26],CMd,65.0,RO 477,CMe,20.0,RO 6300,LVh,15.0,RO 6359,,,,,,,,,,,,,,,,,,,,,,22.46168469751062,46.754118083618316
0.044053,1.133566,1551,2339,MD,MD0011,MD,11.0,MD11,MD,11.0,CHh3VRe5CHk4 [MD11],CHh,55.0,MD40,VRe,15.0,MD41,CHk,30.0,MD42,,,,,,,,,,,,,,,,,,,,,,28.952293563247217,47.05057231355446
0.04816,2.226298,1552,2124,HU,HU0072,HU,72.0,HU72,HU,72.0,HSf1 [HU72],HSf,100.0,HU364,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57610061325697,46.77925464870973
0.03029,1.262242,1553,2125,HU,HU0113,HU,113.0,HU113,HU,113.0,LPk2LVh4 [HU113],LPk,75.0,HU71,LVh,25.0,HU112_1,,,,,,,,,,,,,,,,,,,,,,,,,17.63421837948989,47.05091307804835
0.488903,5.414467,1554,1927,RO,RO0011,RO,11.0,RO11,RO,11.0,PHh4PHl5LVh5PHc4CMe4 [RO11],PHh,30.0,RO 7107,PHl,15.0,RO 3387,LVh,15.0,RO 6359,PHc,20.0,RO 7117,CMe,20.0,RO 6300,,,,,,,,,,,,,,,,23.97858811966135,46.699305947324156
0.026982,1.243244,1555,2126,HU,HU0128,HU,128.0,HU128,HU,128.0,LPk3CMc3 [HU128],LPk,56.0,HU71,CMc,44.0,HU131_2,,,,,,,,,,,,,,,,,,,,,,,,,17.767694318446864,47.04365893413552
0.035039,0.988309,1556,2127,HU,HU0135,HU,135.0,HU135,HU,135.0,LVh4LPk4LVh4LPk5 [HU135],LVh,30.0,HU112_1,LPk,22.0,HU71,LVh,33.0,HU112_1,LPk,15.0,HU71,,,,,,,,,,,,,,,,,,,17.42110933017153,47.00543636865293
0.076772,1.516356,1557,2128,HU,HU0120,HU,120.0,HU120,HU,120.0,LVh1 [HU120],LVh,100.0,HU112_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.76071892037536,46.9733658031812
0.06698,1.149002,1558,2129,HU,HU0073,HU,73.0,HU73,HU,73.0,CHk2CHk4 [HU73],CHk,68.0,HU191_2,CHk,32.0,HU192_2,,,,,,,,,,,,,,,,,,,,,,,,,18.40781557864161,46.91627160015564
0.270344,3.211322,1559,1928,RO,RO0002,RO,2.0,RO2,RO,2.0,FLe3VRe5SNg5VRe4 [RO2],FLe,50.0,RO 3656,VRe,15.0,RO 6349,SNg,15.0,RO 468,VRe,20.0,RO 6335,,,,,,,,,,,,,,,,,,,21.669436160690292,46.62412039249616
0.039118,1.31713,1560,1929,RO,RO0012,RO,12.0,RO12,RO,12.0,FLe1LVj5 [RO12],FLe,85.0,RO 3656,LVj,15.0,RO 6367,,,,,,,,,,,,,,,,,,,,,,,,,22.23408913177015,47.04608751764203
0.143888,2.337143,1561,2130,HU,HU0074,HU,74.0,HU74,HU,74.0,SNm3VRe3 [HU74],SNm,56.0,HU252,VRe,44.0,HU302,,,,,,,,,,,,,,,,,,,,,,,,,21.135368410156715,46.87333427368247
0.024539,1.026816,1562,1930,RO,ROns1,,,ROns1,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.16660854460331,46.96912930870197
5.5e-05,0.045316,1563,2286,UA,UA0045,UA,45.0,UA45,UA,45.0,CHh1 [UA45],CHh,100.0,UA-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.67546222273952,47.081540230041185
0.035158,3.196085,1564,2131,HU,HU0139,HU,139.0,HU139,HU,139.0,CHk3HSf4CMe4 [HU139],CHk,40.0,HU191_2,HSf,23.0,HU364,CMe,37.0,HU131_1,,,,,,,,,,,,,,,,,,,,,,17.889261365782787,46.89998952660789
0.154871,2.280848,1565,2132,HU,HU0076,HU,76.0,HU76,HU,76.0,PHg3PHh3 [HU76],PHg,54.0,HU201,PHh,46.0,HU192_1,,,,,,,,,,,,,,,,,,,,,,,,,19.841056781307426,46.79872395334718
0.078091,1.346614,1566,2133,HU,HU0075,HU,75.0,HU75,HU,75.0,VRe3SNm4SNm4 [HU75],VRe,48.0,HU302,SNm,31.0,HU241,SNm,21.0,HU252,,,,,,,,,,,,,,,,,,,,,,21.45034829754652,46.93829866489241
0.068768,2.269958,1567,2134,HU,HUns1,,,HUns1,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.751324102648326,46.86323971520674
0.086793,1.259295,1568,2135,HU,HU0077,HU,77.0,HU77,HU,77.0,PHg3SCh3 [HU77],PHg,51.0,HU201,SCh,49.0,HU231,,,,,,,,,,,,,,,,,,,,,,,,,19.098574182192632,46.84943082523782
0.025202,1.734085,1569,2136,HU,HU0121,HU,121.0,HU121,HU,121.0,FLd1 [HU121],FLd,100.0,HU382_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.787205072360937,46.903135549678
0.019456,0.860835,1570,2137,HU,HU0122,HU,122.0,HU122,HU,122.0,LVh2HSf3 [HU122],LVh,60.0,HU112_1,HSf,40.0,HU364,,,,,,,,,,,,,,,,,,,,,,,,,17.097765098845315,46.876282267527955
0.019912,0.860132,1571,2138,HU,HU0123,HU,123.0,HU123,HU,123.0,CMc1 [HU123],CMc,100.0,HU131_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.156761189562452,46.85049951500729
0.174273,3.5731,1572,1931,RO,RO0020,RO,20.0,RO20,RO,20.0,LVh3CMe4LVj4 [RO20],LVh,45.0,RO 6359,CMe,35.0,RO 6300,LVj,20.0,RO 6367,,,,,,,,,,,,,,,,,,,,,,22.115562772819352,46.649032633338365
0.029675,1.26809,1573,2139,HU,HU0141,HU,141.0,HU141,HU,141.0,CHk4CHk5CHk4HSf5 [HU141],CHk,37.0,HU191_2,CHk,15.0,HU192_2,CHk,33.0,HU191_2,HSf,15.0,HU364,,,,,,,,,,,,,,,,,,,18.299952279761595,46.86101604006875
0.014229,0.99237,1574,2287,UA,UAns1,,,UAns1,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.13666505530851,46.82425609004996
0.118012,2.299838,1575,1932,RO,RO0014,RO,14.0,RO14,RO,14.0,FLe1 [RO14],FLe,100.0,RO 3656,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.62824028224322,46.607301434594014
0.030961,1.300189,1576,1933,RO,RO0015,RO,15.0,RO15,RO,15.0,CMd2CMe4FLe4 [RO15],CMd,60.0,RO 477,CMe,20.0,RO 6300,FLe,20.0,RO 3656,,,,,,,,,,,,,,,,,,,,,,25.00703886289823,46.96364649227267
0.124345,3.25975,1577,2140,HU,HU0078,HU,78.0,HU78,HU,78.0,FLe3VRe3 [HU78],FLe,57.0,HU382_2,VRe,43.0,HU302,,,,,,,,,,,,,,,,,,,,,,,,,20.157223019065945,46.53965951199261
0.355006,3.563144,1578,1934,RO,RO0030,RO,30.0,RO30,RO,30.0,LVh3CMe3 [RO30],LVh,55.0,RO 6359,CMe,45.0,RO 6300,,,,,,,,,,,,,,,,,,,,,,,,,27.465891625679458,46.58873582422837
0.058907,0.956246,1579,1935,RO,RO0029,RO,29.0,RO29,RO,29.0,LVh3PDj5PHh5CMe5 [RO29],LVh,55.0,RO 6359,PDj,15.0,RO 3369,PHh,15.0,RO 7107,CMe,15.0,RO 6300,,,,,,,,,,,,,,,,,,,24.556226968231034,46.86123914841848
0.097358,1.712796,1580,2141,HU,HU0134,HU,134.0,HU134,HU,134.0,LVh2LVg4LVh5 [HU134],LVh,63.0,HU112_3,LVg,20.0,HU122_1,LVh,17.0,HU112_1,,,,,,,,,,,,,,,,,,,,,,17.02407238900206,46.569622113604126
0.02317,0.655899,1581,2142,HU,HU0079,HU,79.0,HU79,HU,79.0,PHg3PHh3 [HU79],PHg,54.0,HU201,PHh,46.0,HU192_1,,,,,,,,,,,,,,,,,,,,,,,,,20.211314272252935,46.875437395382505
0.121663,1.945518,1582,1936,RO,RO0029,RO,29.0,RO29,RO,29.0,LVh3PDj5PHh5CMe5 [RO29],LVh,55.0,RO 6359,PDj,15.0,RO 3369,PHh,15.0,RO 7107,CMe,15.0,RO 6300,,,,,,,,,,,,,,,,,,,23.381563697811522,46.7490396045472
0.027177,0.702205,1583,2143,HU,HU0136,HU,136.0,HU136,HU,136.0,CMc4LVh5LPk4CMc5 [HU136],CMc,36.0,HU131_2,LVh,17.0,HU112_1,LPk,32.0,HU71,CMc,15.0,HU131_2,,,,,,,,,,,,,,,,,,,17.276636814469647,46.87226143841095
0.201959,3.134463,1584,1937,RO,RO0032,RO,32.0,RO32,RO,32.0,ANu3PZb3CMe5 [RO32],ANu,45.0,RO 3380,PZb,40.0,RO 3372,CMe,15.0,RO 6300,,,,,,,,,,,,,,,,,,,,,,25.338030031625923,46.67191545121579
0.02312,0.828002,1585,2144,HU,HU0080,HU,80.0,HU80,HU,80.0,LVg1 [HU80],LVg,100.0,HU122_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.30760287182294,46.908905650319376
0.834703,8.726649,1586,1938,RO,RO0030,RO,30.0,RO30,RO,30.0,LVh3CMe3 [RO30],LVh,55.0,RO 6359,CMe,45.0,RO 6300,,,,,,,,,,,,,,,,,,,,,,,,,26.533188689405527,45.77827859739477
0.16212,2.32872,1587,2145,HU,HU0081,HU,81.0,HU81,HU,81.0,PHh3PHh3 [HU81],PHh,53.0,HU192_1,PHh,47.0,HU202,,,,,,,,,,,,,,,,,,,,,,,,,20.92022112542488,46.7556178574411
0.006086,0.370584,1588,2340,MD,MD0005,MD,5.0,MD5,MD,5.0,CHl5VRe5CHh4CHk4FLe5 [MD5],CHl,15.0,MD19,VRe,15.0,MD20,CHh,30.0,MD21,CHk,25.0,MD22,FLe,15.0,MD23,,,,,,,,,,,,,,,,29.31651964050547,46.901573363468934
0.171284,2.053385,1589,1939,RO,RO0038,RO,38.0,RO38,RO,38.0,PZb3CMd4CMe4 [RO38],PZb,40.0,RO 3372,CMd,30.0,RO 477,CMe,30.0,RO 6300,,,,,,,,,,,,,,,,,,,,,,22.688085474514992,46.638919795407894
0.073681,1.656555,1590,2146,HU,HU0114,HU,114.0,HU114,HU,114.0,LVh3LVg3 [HU114],LVh,55.0,HU112_1,LVg,45.0,HU122_2,,,,,,,,,,,,,,,,,,,,,,,,,16.858107743609647,46.59673327372943
0.018631,0.970372,1591,2147,HU,HU0165,HU,165.0,HU165,HU,165.0,HSf2CMc5LPk5 [HU165],HSf,70.0,HU364,CMc,15.0,HU131_2,LPk,15.0,HU71,,,,,,,,,,,,,,,,,,,,,,17.408502382286827,46.837997067128846
0.046046,0.952602,1592,2148,HU,HU0082,HU,82.0,HU82,HU,82.0,PHh3PHg4FLe5 [HU82],PHh,49.0,HU202,PHg,33.0,HU201,FLe,18.0,HU382_2,,,,,,,,,,,,,,,,,,,,,,20.360304243263496,46.81532042673695
0.45627,15.38372,1593,1940,RO,RO0012,RO,12.0,RO12,RO,12.0,FLe1LVj5 [RO12],FLe,85.0,RO 3656,LVj,15.0,RO 6367,,,,,,,,,,,,,,,,,,,,,,,,,23.687317846000617,46.15699183198841
0.087927,1.455007,1594,1941,RO,RO0029,RO,29.0,RO29,RO,29.0,LVh3PDj5PHh5CMe5 [RO29],LVh,55.0,RO 6359,PDj,15.0,RO 3369,PHh,15.0,RO 7107,CMe,15.0,RO 6300,,,,,,,,,,,,,,,,,,,24.809441156680442,46.65373808881551
0.157257,1.943467,1595,2149,HU,HU0116,HU,116.0,HU116,HU,116.0,CHk2CMe4 [HU116],CHk,67.0,HU191_2,CMe,33.0,HU131_1,,,,,,,,,,,,,,,,,,,,,,,,,18.143699641786938,46.69134302258825
0.142867,2.929659,1596,1942,RO,RO0018,RO,18.0,RO18,RO,18.0,CMe3ANu4PDj5 [RO18],CMe,50.0,RO 6300,ANu,35.0,RO 3380,PDj,15.0,RO 3369,,,,,,,,,,,,,,,,,,,,,,25.29287622041484,46.50112298031486
0.084884,1.240063,1597,2150,HU,HU0115,HU,115.0,HU115,HU,115.0,LVh3LVg3 [HU115],LVh,58.0,HU112_1,LVg,42.0,HU122_2,,,,,,,,,,,,,,,,,,,,,,,,,16.723739354147867,46.72020768792242
0.013985,0.538358,1598,2341,MD,MD0005,MD,5.0,MD5,MD,5.0,CHl5VRe5CHh4CHk4FLe5 [MD5],CHl,15.0,MD19,VRe,15.0,MD20,CHh,30.0,MD21,CHk,25.0,MD22,FLe,15.0,MD23,,,,,,,,,,,,,,,,29.478302080523548,46.77660134979469
0.207967,3.145113,1599,2151,HU,HU0083,HU,83.0,HU83,HU,83.0,PHh2PHg4 [HU83],PHh,73.0,HU202,PHg,27.0,HU201,,,,,,,,,,,,,,,,,,,,,,,,,20.532834933353698,46.48045234733597
0.077425,2.228458,1600,2152,HU,HU0133,HU,133.0,HU133,HU,133.0,LVg2FLd5FLd4 [HU133],LVg,62.0,HU122_1,FLd,15.0,HU382_1,FLd,23.0,HU382_1,,,,,,,,,,,,,,,,,,,,,,16.53426184187054,46.643777098729785
0.080096,1.42135,1601,2153,HU,HU0117,HU,117.0,HU117,HU,117.0,CMe3CHk4LVh4 [HU117],CMe,48.0,HU131_1,CHk,28.0,HU191_2,LVh,24.0,HU112_3,,,,,,,,,,,,,,,,,,,,,,17.782085216153146,46.668474796644766
0.292679,3.416247,1602,1943,RO,RO0020,RO,20.0,RO20,RO,20.0,LVh3CMe4LVj4 [RO20],LVh,45.0,RO 6359,CMe,35.0,RO 6300,LVj,20.0,RO 6367,,,,,,,,,,,,,,,,,,,,,,27.759203464490586,46.396754543785306
0.062693,1.156567,1603,2154,HU,HU0084,HU,84.0,HU84,HU,84.0,CHk3CMe3 [HU84],CHk,55.0,HU191_2,CMe,45.0,HU131_1,,,,,,,,,,,,,,,,,,,,,,,,,18.741083360832757,46.61673464964782
0.032874,1.269102,1604,2342,MD,MD0005,MD,5.0,MD5,MD,5.0,CHl5VRe5CHh4CHk4FLe5 [MD5],CHl,15.0,MD19,VRe,15.0,MD20,CHh,30.0,MD21,CHk,25.0,MD22,FLe,15.0,MD23,,,,,,,,,,,,,,,,29.16751112370207,46.62800137672264
0.154432,1.630333,1605,1944,RO,RO0040,RO,40.0,RO40,RO,40.0,PZb3CMd4PZh4 [RO40],PZb,50.0,RO 3372,CMd,30.0,RO 477,PZh,20.0,RO 6337,,,,,,,,,,,,,,,,,,,,,,23.137855143480216,46.59927915139101
0.01981,0.89216,1606,2155,HU,HU0173,HU,173.0,HU173,HU,173.0,GLm1 [HU173],GLm,100.0,HU321,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.20867766491425,46.669638294191
0.125971,1.79833,1607,2156,HU,HU0085,HU,85.0,HU85,HU,85.0,ARc1SCh5 [HU85],ARc,90.0,HU41,SCh,10.0,HU221,,,,,,,,,,,,,,,,,,,,,,,,,19.49023824621347,46.608032202575174
